Name	Activation_Prob	Compound	Another_Probs
ABCA1 expression enhancer	0.259	COMP1279	(0.208 COMP1280) (0.191 COMP1282) (0.188 COMP1283) (0.124 COMP1277) (0.098 COMP1276)
AR expression inhibitor	0.701	COMP1276	(0.608 COMP1279) (0.524 COMP1280) (0.523 COMP1282) (0.486 COMP1283) (0.481 COMP217) (0.462 COMP1277) (0.387 COMP1278) (0.385 COMP1281)
CTGF expression inhibitor	0.846	COMP1276	(0.364 COMP1278) (0.222 COMP217)
GRP78 expression inhibitor	0.034	COMP217	
ICAM1 expression inhibitor	0.564	COMP217	(0.538 COMP1279) (0.509 COMP1280) (0.500 COMP1283) (0.493 COMP1282) (0.476 COMP1281) (0.398 COMP1276) (0.361 COMP1277) (0.357 COMP1278)
LDLR expression enhancer	0.309	COMP1276	(0.244 COMP1278)
NOS2 expression inhibitor	0.914	COMP217	(0.816 COMP1276) (0.681 COMP1281) (0.528 COMP1278) (0.430 COMP1279) (0.319 COMP1277) (0.286 COMP1283) (0.280 COMP1280) (0.190 COMP1282)
NOS3 expression enhancer	0.402	COMP217	(0.376 COMP1276) (0.330 COMP1281) (0.162 COMP1278)
NOS3 expression inhibitor	0.761	COMP217	(0.610 COMP1281) (0.588 COMP1276) (0.430 COMP1278) (0.287 COMP1280) (0.264 COMP1277) (0.260 COMP1279) (0.259 COMP1283) (0.248 COMP1282)
TNF expression inhibitor	0.894	COMP217	(0.698 COMP1276) (0.602 COMP1281) (0.502 COMP1278) (0.467 COMP1279) (0.446 COMP1280) (0.431 COMP1277) (0.370 COMP1283) (0.356 COMP1282)
VCAM1 expression inhibitor	0.746	COMP217	(0.639 COMP1281) (0.467 COMP1276) (0.417 COMP1278) (0.371 COMP1279) (0.280 COMP1283) (0.277 COMP1280) (0.197 COMP1282)
VEGF expression inhibitor	0.405	COMP1276	(0.180 COMP1278) (0.170 COMP217)
