Name	Activation_Prob	Compound	Another_Probs
ABCA1 expression enhancer	0.362	COMP77	(0.128 COMP271)
AR expression inhibitor	0.485	COMP77	(0.474 COMP271) (0.385 COMP2437)
CTGF expression inhibitor	0.811	COMP77	(0.677 COMP271) (0.348 COMP2437)
GRP78 expression inhibitor	0.025	COMP271	
ICAM1 expression inhibitor	0.432	COMP271	(0.413 COMP77)
LDLR expression enhancer	0.365	COMP77	(0.306 COMP271) (0.151 COMP2437)
NOS2 expression inhibitor	0.603	COMP77	(0.508 COMP271) (0.378 COMP2437)
NOS3 expression enhancer	0.283	COMP271	(0.263 COMP77)
NOS3 expression inhibitor	0.910	COMP77	(0.400 COMP271) (0.253 COMP2437)
TNF expression inhibitor	0.899	COMP77	(0.651 COMP271) (0.350 COMP2437)
VCAM1 expression inhibitor	0.512	COMP271	(0.326 COMP2437) (0.204 COMP77)
VEGF expression inhibitor	0.277	COMP271	(0.240 COMP2437)
